reference,upc_ean,designation,description,product_url,image_url,brand,condition,availability,regular_price,current_price,category,stock,norma_shipping_cost
WW10T534DAW/S3,8806090606250,"WW10T534DAW, Máq. Lavar Roupa, Dispensador, 10.5kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble™. O detergente é transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.","<![CDATA[https://ad.doubleclick.net/ddm/clk/523450734;331425467;d?https://www.samsung.com/pt/washers-and-dryers/washing-machines/ww5300t-front-loading-eco-bubble-ai-control-auto-dispense-10-5kg-white-ww10t534daw-s3/?cid=pt_pd_affiliate_kuantokusta_maquina-de-lavar-roupa-samsung,-dispensador-branco-10.5-kg-ww10t534daw-s3_ongoing_da-washing-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/ww10t534daw-s3/gallery/pt-front-loading-washer-ww10t534daws1-376280-ww10t534daw-s3-391119159?$320_320_PNG$,Samsung,new,in stock,769.89 EUR,599.00 EUR,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,,0.0 EUR
RS68A8822S9/EF,8806090798375,"RS68A8822S9 Side By Side com Sistema Twin Cooling Plus 634L, D",eamp;lt;spameamp;gt;,"<![CDATA[https://ad.doubleclick.net/ddm/clk/523450731;331425464;x?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc--8-609l-silver-rs68a8822s9-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus,-d,-inox-refinado-634-l-rs68a8822s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8822s9-ef/gallery/pt-rs8000nc-8-378788-rs68a8822s9-ef-400461923?$320_320_PNG$,Samsung,new,in stock,1999.89 EUR,1599.00 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
VG-SCFT75BE/XC,8806090379956,Moldura The Frame 75”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450728;331425461;a?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft75be-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft75be-xc-bege-vg-scft75be-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75be-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75be-xc-404224186?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT75BL/XC,8806090379857,Moldura The Frame 75”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450725;331425458;d?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft75bl-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft75bl-xc-preta-vg-scft75bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bl-xc-404224203?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT75BW/XC,8806090379963,Moldura The Frame 75”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450722;331425455;x?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft75bw-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft75bw-xc-castanha-vg-scft75bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bw-xc-404224220?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT75WT/XC,8806090379970,Moldura The Frame 75”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450719;331425452;a?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft75wt-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft75wt-xc-branca-vg-scft75wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75wt-xc-404224237?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT50BE/XC,8806090379796,Moldura The Frame 50”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450716;331425449;d?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft50be-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-50-vg-scft50be-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50be-xc/gallery/pt-customizable-frame-vg-scft-381397-vg-scft50be-xc-409773312?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT32BE/XC,8806090460357,Moldura The Frame 32”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450713;331425446;x?https://www.samsung.com/pt/tv-accessories/the-sero-wheel-vg-scft32be-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-32-vg-scft32be-xc-bege-vg-scft32be-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft32be-xc/gallery/pt-customizable-frame-vg-scft32-vg-scft32be-xc-409849284?$320_320_PNG$,Samsung,new,in stock,79.99 EUR,79.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT43BE/XC,8806090379765,Moldura The Frame 43”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450710;331425443;r?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft43be-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-tv-vg-scft-43--bege-vg-scft43be-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43be-xc/gallery/pt-customizable-frame-vg-scft-381394-vg-scft43be-xc-409740213?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT55BL/XC,8806090379840,Moldura The Frame 55”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450707;331425440;u?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft55bl-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft55bl-xc-preta-vg-scft55bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55bl-xc-404224067?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT50BL/XC,8806090379802,Moldura The Frame 50”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450704;331425437;x?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft50bl-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft50bl-xc-preta-vg-scft50bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50bl-xc-404223999?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT43BW/XC,8806090420900,Moldura The Frame 43”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450701;331425434;r?https://www.samsung.com/pt/tv-accessories/customizable-frame-vg-scft43bw-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-43-vg-scft43bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43bw-xc/gallery/pt-customizable-frame-vg-scft-381394-381394-vg-scft43bw-xc-445674415?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT43WT/XC,8806090379789,Moldura The Frame 43”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450698;331425431;d?https://www.samsung.com/pt/tv-accessories/customizable-frame-vg-scft43wt-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-43-vg-scft43wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43wt-xc/gallery/pt-customizable-frame-vg-scft-381394-381394-vg-scft43wt-xc-445847855?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT55BW/XC,8806090379895,Moldura The Frame 55”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450695;331425428;g?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft55bw-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft55bw-xc-castanha-vg-scft55bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55bw-xc-404224084?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT32WT/XC,8806090458880,Moldura The Frame 32”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450692;331425425;a?https://www.samsung.com/pt/tv-accessories/the-sero-wheel-vg-scft32wt-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-32-vg-scft32wt-xc-branca-vg-scft32wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft32wt-xc/gallery/pt-customizable-frame-vg-scft32-vg-scft32wt-xc-409849305?$320_320_PNG$,Samsung,new,in stock,79.99 EUR,79.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT50BW/XC,8806090379819,Moldura The Frame 50”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450689;331425422;d?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft50bw-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft50bw-xc-castanha-vg-scft50bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50bw-xc-404224016?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT50WT/XC,8806090379826,Moldura The Frame 50”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450683;331425416;a?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft50wt-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft50wt-xc-branca-vg-scft50wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50wt-xc-404224033?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT65BL/XC,8806090379925,Moldura The Frame 65”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450680;331425413;u?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65bl-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft65bl-xc-preta-vg-scft65bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bl-xc-404224135?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT65BE/XC,8806090379918,Moldura The Frame 65”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450677;331425410;x?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65be-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-65-vg-scft65be-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT65BW/XC,8806090379932,Moldura The Frame 65”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450674;331425407;a?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65bw-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft65bw-xc-castanha-vg-scft65bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bw-xc-404224152?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
VG-SCFT65WT/XC,8806090379949,Moldura The Frame 65”,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450671;331425404;u?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65wt-xc/?cid=pt_pd_affiliate_kuantokusta_moldura-the-frame-samsung-vg-scft65wt-xc-branca-vg-scft65wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65wt-xc-404224169?$320_320_PNG$,Samsung,new,in stock,99.99 EUR,99.99 EUR,Produtos | Accessories | TV Accessorios,,0.0 EUR
DV90T5240AN/S3,8806092076310,"DV90T5240AN, Secador de Roupa, 9kg","Secar a roupa passou a ser fácil e eficiente com o Controlo IA*. Personaliza a secagem memorizando os seus hábitos, sugerindo ciclos e mostrando informação atempada. A app SmartThings** dá-lhe conselhos sobre ciclos, planeamento e resolução de problemas. E seleciona o ciclo de secagem mais adequado para o ciclo de lavagem***.
","<![CDATA[https://ad.doubleclick.net/ddm/clk/523450668;331425401;x?https://www.samsung.com/pt/washers-and-dryers/dryers/dv5000t-front-loading-ai-control-reversible-door-wrinkle-prevent-9kg-gray-dv90t5240an-s3/?cid=pt_pd_affiliate_kuantokusta_dv90t5240an,-secador-de-roupa,-9kg-dv90t5240an-s3_ongoing_da-washing-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/dv90t5240an-s3/gallery/pt-dryer-dv90t5240aws3-381920-dv90t5240an-s3-412768758?$320_320_PNG$,Samsung,new,preorder,999.90 EUR,799.00 EUR,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,,0.0 EUR
LC27G55TQWRXEN,8806092005686,Monitor Odyssey G5 LC27G55TQWRXEN,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450665;331425398;j?https://www.samsung.com/pt/support/model/LC27G55TQWRXEN/?cid=pt_pd_affiliate_kuantokusta_monitor-odyssey-g5-lc27g55tqwrxen-lc27g55tqwrxen_ongoing_it-monitor-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/lc27g55tqwrxen/gallery/pt-odyssey-g5-g55t-385172-lc27g55tqwrxen-427019919?$320_320_PNG$,Samsung,new,in stock,299.00 EUR,249.00 EUR,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,,0.0 EUR
UE55TU7025KXXC,8806090325823,TU7025 Smart 4K Crystal UHD TV,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450662;331425395;d?https://www.samsung.com/pt/tvs/uhd-4k-tv/tu7020-55-inch-crystal-uhd-4k-smart-tv-ue55tu7025kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-samsung-smart-4k-crystal-uhd-tv-ue55tu7025kxxc-black-55-ue55tu7025kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue55tu7025kxxc/gallery/pt-uhd-tu7020-ue55tu7025kxxc-426321003?$320_320_PNG$,Samsung,new,in stock,599.99 EUR,469.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
RB36T672CWW/EF,8806090562952,"RB36T672CWW, Combinado Space Max, 365L, C","Armazene mais alimentos num frigorífico com capacidade até 385 litros *, mantendo uma profundidade padrão de 600 mm, que se alinha perfeitamente com seus armários. O isolamento de alta eficiência da tecnologia SpaceMax ™ torna as paredes muito mais finas. Assim, cria mais espaço de armazenamento no interior, sem alterar as dimensões exteriores.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523450659;331425392;g?https://www.samsung.com/pt/refrigerators/bottom-mount-freezer/360l-snow-white-rb36t672cww-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-combinado-space-max-branco-360-l-rb36t672cww-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-rb36t672cww-rb36t672cww-ef-frontwhite-319904835?$320_320_PNG$,Samsung,new,in stock,914.90 EUR,729.00 EUR,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,,0.0 EUR
DV80TA020AX/EP,8806092080287,"DV80TA020AX, Secador de Roupa, 8kg","Mantenha a roupa sem vincos e sem passar a ferro. Escolha a opção Prevenção de Vincos e quando o ciclo termina, o tambor roda de forma intermitente sem calor até 180 minutos. Evita que as roupas enquanto estão quentes fiquem na mesma posição durante muito tempo, não se formando vincos nos tecidos.","<![CDATA[https://ad.doubleclick.net/ddm/clk/523450656;331425389;j?https://www.samsung.com/pt/washers-and-dryers/dryers/dv5000t-front-loading-reversible-door-wrinkle-prevent-optimaldry-8kg-gray-dv80ta020ax-ep/?cid=pt_pd_affiliate_kuantokusta_dv80ta020ax,-secador-de-roupa,-8kg-dv80ta020ax-ep_ongoing_da-washing-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/dv80ta020ax-ep/gallery/pt-dryer-dv90ta240aeet-382722-dv80ta020ax-ep-416551150?$320_320_PNG$,Samsung,new,in stock,819.91 EUR,659.00 EUR,N/A,,0.0 EUR
RS68A8522S9/EF,8806090805349,"RS68A8522S9 Side By Side com Sistema Twin Cooling Plus 634L, D",eamp;lt;spameamp;gt;,"<![CDATA[https://ad.doubleclick.net/ddm/clk/523450653;331425386;d?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc--8-634l-silver-rs68a8522s9-ef/?cid=pt_pd_affiliate_kuantokusta_rs68a8522s9-side-by-side-com-sistema-twin-cooling-plus-634l,-d-rs68a8522s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8522s9-ef/gallery/pt-rs8000nc-8-383621-rs68a8522s9-ef-419834770?$320_320_PNG$,Samsung,new,in stock,2099.91 EUR,1649.00 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
RS68A8531SL/EF,8806090805400,"RS68A8531SL Side By Side com Sistema Twin Cooling Plus 634L, E",eamp;lt;spameamp;gt;,"<![CDATA[https://ad.doubleclick.net/ddm/clk/523450650;331425383;x?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc--8-634l-silver-rs68a8531sl-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus,-e,-design-award-2020-silver-634-l-rs68a8531sl-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8531sl-ef/gallery/pt-rs8000nc-8-383522-rs68a8531sl-ef-419185872?$320_320_PNG$,Samsung,new,in stock,1799.90 EUR,1459.00 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
QE65Q80AATXXC,8806092017993,Q80A Smart 4K QLED TV 2021,Deixe-se rodear pelo som da TV e da Soundbar sincronizadas em harmonia. A tecnologia Q-Symphony permite que a TV e Soundbar funcionem em simultâneo para um efeito de som mais envolvente sem que o da primeira seja desligado.,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450647;331425380;a?https://www.samsung.com/pt/tvs/qled-tv/q80a-65-inch-qled-4k-smart-tv-qe65q80aatxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-samsung-q80a-smart-4k-qled-tv-2021-65--silver-65-qe65q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q80aatxxc/gallery/pt-qled-tv-qe65q80aatxxc-front-silver-457243170?$320_320_PNG$,Samsung,new,in stock,1999.99 EUR,1199.00 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
RS67A8811S9/EF,8806090805288,"RS67A8811S9 Side By Side com Sistema Twin Cooling Plus 634L, E",eamp;lt;SPAMeamp;gt;,"<![CDATA[https://ad.doubleclick.net/ddm/clk/523450644;331425377;d?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-7-634l-silver-rs67a8811s9-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus,-e,-silver-634-l-rs67a8811s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8811s9-ef/gallery/pt-rs8000nc-7-383602-rs67a8811s9-ef-419798807?$320_320_PNG$,Samsung,new,in stock,1569.90 EUR,1229.00 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
RS68A8821B1/EF,8806090805462,RS68A8821B1 Side By Side com Sistema Twin Cooling Plus 634L. E,eamp;lt;spameamp;gt;,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450641;331425374;x?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc--8-609l-black-rs68a8821b1-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus-preto-634-l-rs68a8821b1-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8821b1-ef/gallery/pt-rs8000nc-8-378699-rs68a8821b1-ef-400372413?$320_320_PNG$,Samsung,new,in stock,1779.90 EUR,1399.90 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
QE75Q80AATXXC,8806092018006,Q80A Smart 4K QLED TV 2021,Deixe-se rodear pelo som da TV e da Soundbar sincronizadas em harmonia. A tecnologia Q-Symphony permite que a TV e Soundbar funcionem em simultâneo para um efeito de som mais envolvente sem que o da primeira seja desligado.,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450638;331425371;a?https://www.samsung.com/pt/tvs/qled-tv/q80a-75-inch-qled-4k-smart-tv-qe75q80aatxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-samsung-q80a-smart-4k-qled-tv-2021-75--silver-75-qe75q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q80aatxxc/gallery/pt-qled-tv-qe75q80aatxxc-front-silver-460599733?$320_320_PNG$,Samsung,new,in stock,2999.99 EUR,1799.00 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
RS67A8810S9/EF,8806090805219,"RS67A8810S9 Side By Side com Sistema Twin Cooling Plus 634L, F",eamp;lt;SPAMeamp;gt;,<![CDATA[https://ad.doubleclick.net/ddm/clk/523450635;331425368;d?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-7-609l-silver-rs67a8810s9-ef/?cid=pt_pd_affiliate_kuantokusta_frigorifico-samsung-side-by-side-e-sistema-twin-cooling-plus-inox-634-l-rs67a8810s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8810s9-ef/gallery/pt-rs8000nc-7-rs67a8810s9-ef-400373339?$320_320_PNG$,Samsung,new,in stock,1439.90 EUR,1159.00 EUR,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,,0.0 EUR
QE75Q70AATXXC,8806092050518,Q70A Smart 4K QLED TV 2021,"Esta tecnologia de retroiluminação inovadora oferece um contraste mais nítido e preciso, ao aproximar o tom da retroiluminação da forma mais fiel possível aos tons reais do conteúdo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523450632;331425365;x?https://www.samsung.com/pt/tvs/qled-tv/q70a-75-inch-qled-4k-smart-tv-qe75q70aatxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-samsung-q70a-smart-4k-qled-tv-2021-75--gray-75-qe75q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q70aatxxc/gallery/pt-qled-tv-qe75q70aatxxc-front-gray-457249307?$320_320_PNG$,Samsung,new,in stock,2349.99 EUR,1699.00 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
QE65Q70AATXXC,8806092050648,Q70A Smart 4K QLED TV 2021,"Esta tecnologia de retroiluminação inovadora oferece um contraste mais nítido e preciso, ao aproximar o tom da retroiluminação da forma mais fiel possível aos tons reais do conteúdo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523450629;331425362;a?https://www.samsung.com/pt/tvs/qled-tv/q70a-65-inch-qled-4k-smart-tv-qe65q70aatxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-samsung-q70a-smart-4k-qled-tv-2021-65--gray-65-qe65q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q70aatxxc/gallery/pt-qled-tv-qe65q70aatxxc-front-gray-457249087?$320_320_PNG$,Samsung,new,in stock,1650.00 EUR,999.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
