,Id,Link
145,SM-T976BZKAEUB,https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s7-plus-12-4-inch-mystic-black-128gb-5g-sm-t976bzkaeub/buy/
146,EJ-PT870BBEGEU,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-tablets/S-Pen-Tablets/S-Pen-Galaxy-Tab-S7/p/EJ-PT870BBEGEU
147,SM-T875NZKAEUB,https://www.samsung.com/es/tablets/galaxy-tab-s/galaxy-tab-s7-11-inch-mystic-black-128gb-lte-sm-t875nzkaeub/buy/
148,SM-R180NZWAEUB,https://www.samsung.com/es/audio-sound/galaxy-buds/galaxy-buds-live-mystic-white-sm-r180nzwae/
149,EP-N3300TBEGEU,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wireless-Charger-Convertible-%282020%29/p/EP-N3300TBEGEU
150,EP-N3300TWEGEU,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wireless-Charger-Convertible-%282020%29/p/EP-N3300TWEGEU
151,SM-G781BZBDEUB,https://www.samsung.com/es/smartphones/galaxy-s20/buy/?modelCode=SM-G781BZBDEUB
152,RB38T655DS9/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/376l-refined-inox-rb38t655ds9-ef/
153,RB38T675CS9/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/385l-refined-inox-rb38t675cs9-ef/
154,RB38T675DSA/EF,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/REF%3ARefrigerator/Frigor%C3%ADfico-Combi-385L-RB38T675DSA-Inox-%282020%29/p/RB38T675DSA/EF
155,RB38T605DWW/EF,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/REF%3ARefrigerator/Frigor%C3%ADfico-Combi-385L-RB38T605DWW-Blanco-%282020%29/p/RB38T605DWW/EF
156,RB38T600DSA/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/385l-metal-graphite-rb38t600dsa-ef/
157,RB38T600EWW/EF,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/REF%3ARefrigerator/Frigor%C3%ADfico-Combi-385L-RB38T600EWW-Blanco-%282020%29/p/RB38T600EWW/EF
158,RB34T602DSA/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/340l-metal-graphite-rb34t602dsa-ef/
159,RB34T600DWW/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/340l-snow-white-rb34t600dww-ef/
160,WD90T984DSH/S3,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/front-load-9kg-plus-6kg-white-wd90t984dsh-s3/
161,WW90T986DSH/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-white-ww90t986dsh-s3/
162,WW90T936DSH/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-white-ww90t936dsh-s3/
163,WD90T654DBE/S3,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/front-load-9kg-plus-6kg-white-wd90t654dbe-s3/
164,RB38T776CS9/EF,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/rb7300t-spacemax-385l-silver-rb38t776cs9-ef/
165,WW90T684DLN/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-inox-ww90t684dln-s3/
166,WD10T534DBW/S3,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/front-load-10-5kg-plus-6kg-white-wd10t534dbw-s3/
167,WW90T554DTW/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-white-ww90t554dtw-s3/
168,WD90T534DBW/S3,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/front-load-9kg-plus-6kg-white-wd90t534dbw-s3/
169,WD80T4046EE/EC,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/front-load-8kg-plus-5kg-white-wd80t4046ee-ec/
170,WW10T534DTW/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-10-5kg-white-ww10t534dtw-s3/
171,WD90T534DBN/S3,https://www.samsung.com/es/washers-and-dryers/washer-dryer-combo/wd5300t-front-loading-ai-control-air-wash-drum-clean-9kg-platinumsilver-wd90t534dbn-s3/
172,WW90T534DTW/S3,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-white-ww90t534dtw-s3/
173,DV90T8240SH/S3,https://www.samsung.com/es/washers-and-dryers/dryers/9kg-white-dv90t8240sh-s3/
174,WW90TA046TE/EC,https://www.samsung.com/es/washers-and-dryers/washing-machines/front-load-9kg-white-ww90ta046te-ec/
175,DV80TA020TE/EC,https://www.samsung.com/es/washers-and-dryers/dryers/8kg-white-dv80ta020te-ec/
176,EF-ZG780CNEGEW,https://www.samsung.com/es/smartphones/galaxy-s20/accessories/
177,DV90T5240TW/S3,https://www.samsung.com/es/washers-and-dryers/dryers/9kg-white-dv90t5240tw-s3/
178,DV90T6240LE/S3,https://www.samsung.com/es/washers-and-dryers/dryers/9kg-white-dv90t6240le-s3/
179,EF-ZG780CWEGEW,https://www.samsung.com/es/smartphones/galaxy-s20/accessories/
180,EF-JG780CTEGEU,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-smartphones/Accesorios-Galaxy-S20-FE%7CS20%2B%7CS20/Clear-Standing-Cover-Galaxy-S20-FE/p/EF-JG780CTEGEU
